,link,text,date,No_of_Likes,No_of_tweets
4676,https://twitter.com/yirmiucderece/status/1739664962639843402#m,🖋️ İsrail'in Gazze'ye düzenlediği saldırılarda öldürülenlerin sayısı 21 bine dayandı.,"Dec 26, 2023 · 3:10 PM UTC",12.0,1.0
4677,https://twitter.com/yirmiucderece/status/1739659502411034824#m,🖋️ Motokurye Yunus Emre Göçer'in eşi şikayetini geri çekti!,"Dec 26, 2023 · 2:48 PM UTC",202.0,281.0
4678,https://twitter.com/solcugazete/status/1662801775047344131#m,"GÖZALTI KARARI HAKKINDA  Bu kararın, uzun zamandır hedeflerinde olduğumuz hesapların karalama kampanyalarının bir sonucu olarak alınmış bir karar olduğu ortadadır. Bizi güçlü kılansa, yolumuzun doğruluğuna olan inancımız ve siz takipçilerimizden aldığımız destektir.  Defalarca kez söyledik, yine söylüyoruz; bizim FETÖ'ye, PKK'ya, Hizbullah'a ve türevleri terör örgütlerine karşı duruşumuz net, tam karşılarındayız. Duruşumuzdan taviz vermeyecek, bu baskılara boyun eğmeyecek, bir adım dahi geri atmayacağız.  Mustafa Kemal Atatürk'ün izinden gitmek, onun kurduğu bu güzel cumhuriyeti korumak, ülkemize ve yurttaşlarımıza faydalı olmak uğruna çıktığımız bu yoldan hiçbir şekilde dönmeyeceğiz.  Hakkımızda çıkan haberlerin şu an için doğruluk payı yoktur. Olumsuz durum oluşması halinde, siz takipçilerimize ve kamuoyuna gerekli bilgileri vereceğiz.  Destekleriniz için teşekkürler.","May 28, 2023 · 12:43 PM UTC",21467.0,590.0
4679,https://twitter.com/solcugazete/status/1741794639936639362#m,"Fransız sanatçı Legros, depremin unutulmaması için Hatay’ın Altınözü ilçesinde fay hattının hasar verdiği araziye bir çizim yaptı.","Jan 1, 2024 · 12:12 PM UTC",21.0,0.0
4680,https://twitter.com/solcugazete/status/1741792155457233223#m,Japonya'daki 7.5 büyüklüğündeki depremde bir kişinin burnu dahi kanamazken Hakkari'deki 4.4 ve 4.5 büyüklüğündeki depremde evlerin duvarlarında derin çatlaklar meydana geldi.  (Cumhuriyet),"Jan 1, 2024 · 12:03 PM UTC",179.0,14.0
4681,https://twitter.com/solcugazete/status/1741787517500703197#m,"Avrupa Birliği, 2024 itibarıyla şarj cihazlarının her elektronik alet için tek tip şekilde üretilmeye başlayarak ortak şarj sistemine geçildiğini duyurdu.","Jan 1, 2024 · 11:44 AM UTC",184.0,14.0
4682,https://twitter.com/solcugazete/status/1741786232919589349#m,Otomotiv markaları fiyatlarını değiştirmeye başladı.,"Jan 1, 2024 · 11:39 AM UTC",61.0,11.0
4683,https://twitter.com/solcugazete/status/1741784237160759439#m,"Gazeteci Barış Terkoğlu:  ""Asıl dikkat çeken Şeyh Mahmut’un görüntülerde adeta hedef alır gibi kuryeye çarpması.   Biraz üstüne düşünce ilginç bir bilgiyle karşılaştım. Bu, Şeyh Mahmut’un ilk trafik hadisesi değildi. Daha önce, İstanbul Ataşehir’de, L.A. isimli bir kadınla tartışmış, ardından takip edip trafikte sıkıştırmıştı. L.A. yaşadıklarını dün gibi hatırlıyordu.  Keşke kurye Göçer ile Şeyh Mahmut arasında olay anından önce bir trafik tartışması olmuş mu bakılsa diye düşündüm. Kamera kayıtlarının geriye doğru taranmasıyla bu olay açıklığa kavuşabilirdi. Dosyayı bilenlerden öğrendim ki maalesef böyle bir araştırma yapılmamış. Olay bu açıdan sorgulanmamış. Böyle bir araştırma belki de kaza sandığımızın bir cinayet olduğunu açığa çıkarabilir.""","Jan 1, 2024 · 11:31 AM UTC",165.0,11.0
4684,https://twitter.com/solcugazete/status/1741781190934229040#m,Yeni trafik cezaları belli oldu:,"Jan 1, 2024 · 11:19 AM UTC",119.0,17.0
4685,https://twitter.com/solcugazete/status/1741779127462515051#m,Seçil Erzan:   “Asıl ben dolandırıldım. Borçlu duruma düşen benim. İnsanlar mal mülk sahibi oldular.”  (İsmail Saymaz),"Jan 1, 2024 · 11:11 AM UTC",97.0,16.0
4686,https://twitter.com/solcugazete/status/1741777871574540444#m,"Özgür Karabat:  — “Nas deyip ülkeyi tarihinin en büyük krizine sokanlar, Avrupalı kumar ve bahis baronlarıyla iş tutuyorlar.”  — “Türkiye’de kumar yasak. Ancak Milli Piyango’nun internet sitesinde bildiğiniz kumar, slot oyunları var ve bunlar çekiliş adıyla sunuluyor. Bu da Demirörenlere verilmiş bir imtiyazdır.”  — “Şimdi diyorlar ki büyük ikramiye Kolombiya’da online bilet alan talihliye çıktı. Sosyal medyada insanlar da elbet bunu sorguluyor.”  — “Uyuşturucu trafiğinde Kolombiya önemli bir durak. Uyuşturucu yakalanan bazı gemiler ya Kolombiya’dan çıkıyor, ya da oraya uğruyor.”  — “Hatırlayın, pandemi döneminde maske ve dezenfektan satıldı denilen Kolombiya ile hayali ticaret yapıldığı ortaya çıkmıştı.”  — “İnsanların bir yılbaşı keyfi vardı, AKP onu da yok etti. AKP’ye boşuna umut taciri demiyoruz. İnsanların yılbaşı umutlarını çaldı.”","Jan 1, 2024 · 11:06 AM UTC",86.0,4.0
4687,https://twitter.com/solcugazete/status/1741774994873384995#m,"İstanbul'da Filistin mitingine giden bir kişi yürürken hilafet bayrağı açınca, oradan geçen bir vatandaştan yumruk yedi.","Jan 1, 2024 · 10:54 AM UTC",15216.0,859.0
4688,https://twitter.com/solcugazete/status/1741772440705901038#m,"MİT, İŞİD'in sözde sorumlusu Abdullah El Cündi'yi Halep'te yakaladı.","Jan 1, 2024 · 10:44 AM UTC",99.0,25.0
4689,https://twitter.com/solcugazete/status/1741770352470974660#m,"Bilal Erdoğan: (İsrail'in Gazze'ye yönelik saldırılarına tepki için düzenlenen mitingde)  ""Elimizden geleni yapacağız ki bu sermaye sahipleri ayağını denk alsınlar""","Jan 1, 2024 · 10:36 AM UTC",59.0,57.0
4690,https://twitter.com/solcugazete/status/1741764534145007995#m,"Dilan Polat’ın avukatı, Polat’ın yaşadığı sağlık sıkıntıları, cezaevi koşulları nedeniyle felç kalabileceğini aktardı.  (Hürriyet)","Jan 1, 2024 · 10:13 AM UTC",339.0,122.0
4691,https://twitter.com/solcugazete/status/1741756632453787928#m,Deprem sonrası Japonya'dan gelen görüntüler:,"Jan 1, 2024 · 9:41 AM UTC",685.0,35.0
4692,https://twitter.com/solcugazete/status/1741750308974330036#m,"Çorum’da yeni yılın ilk trafik cezası, alkollü araç kullanan bir sürücüye kesilen 32.351 TL oldu.","Jan 1, 2024 · 9:16 AM UTC",207.0,12.0
4693,https://twitter.com/solcugazete/status/1741745458354016380#m,İstanbul’da binlerce kişi Galata Köprüsü'nde şehitlere saygı ve Filistin'e destek için toplandı.,"Jan 1, 2024 · 8:57 AM UTC",569.0,104.0
4694,https://twitter.com/solcugazete/status/1741741451682169123#m,Japonya'da meydana gelen 7.5 büyüklüğündeki deprem anı:,"Jan 1, 2024 · 8:41 AM UTC",952.0,43.0
4695,https://twitter.com/solcugazete/status/1741729120805945634#m,"Japonya'da 7,5 ve 6,3 büyüklüğünde iki deprem meydana geldi.","Jan 1, 2024 · 7:52 AM UTC",2063.0,47.0
4696,https://twitter.com/solcugazete/status/1741727681538830680#m,"Hülya Avşar’ın konuk olduğu yılbaşı özel programında aşırı filtre uygulanmasından dolayı yüzler kayboldu, Aleyna Tilki başka birine dönüştü.","Jan 1, 2024 · 7:46 AM UTC",1368.0,60.0
4697,https://twitter.com/solcugazete/status/1741726534564520382#m,"Samsun'da bir kişi, yeni yılın ilk dakikalarında yerde sırt üstü yatar halde baygın bulundu.","Jan 1, 2024 · 7:42 AM UTC",277.0,14.0
4698,https://twitter.com/solcugazete/status/1741725843649331667#m,"Taksim’de tebliğciler, 2024’e saatler kala meydanda bildiri dağıttı.  Bildiride, “Biz Müslümanız ve yılbaşı bizim işimiz değil, Yahudilere ve Hristiyanlara benzemeyelim.” yazdığı belirtildi.","Jan 1, 2024 · 7:39 AM UTC",169.0,128.0
4699,https://twitter.com/solcugazete/status/1741719951549821178#m,"Haluk Levent, yeni yıla Hatay’da depremde evi yıkılan insanlarla şarkı söyleyerek girdi.","Jan 1, 2024 · 7:16 AM UTC",1616.0,16.0
4700,https://twitter.com/solcugazete/status/1741576087035912324#m,"Yeni yılın ilk bebeği, Hatay'da doğan Muhammet Talha oldu.","Dec 31, 2023 · 9:44 PM UTC",1747.0,90.0
4701,https://twitter.com/solcugazete/status/1741572336258625609#m,"Elazığ’da uyuşturucu bağımlısı olan ve yakın zamanda tahliye edilmesi beklenen bir babanın cezaevinde çocuklarını ve eşini tehdit ettiği mesajlar ortaya çıktı:   13 Aralık günü çocuklarını öldürmeye çalışıyor.   Öldürmeye çalıştığı 21 yaşındaki kızı B.K:  “Bizi öldürme planı yaparak bunu uygulamaya geldi. Elinde ip, bant ve çivi vardı. Muhtemelen işkence yapmayı planlamıştı. Kapıyı kilitledik, polisi aradık. Kapıyı kırmaya çalıştı. Yarım saat kadar mücadele etti. Kaldırım taşıyla kapıyı kırdı ve içeri girdi. Polis hala gelmemişti. Bizi darp etmeye başladı. Altınlarımızı, paralarımızı çaldı. Beni taciz etti. Annemin kolu ve parmağı kırıldı. Hala alçıda. 82 yaşındaki anneannemi bile darp etti! O anda polis geldi. Biraz daha gecikselerdi muhtemelen şu an hiçbirimiz yaşamıyorduk. Gözaltına alındı ve tutuklandı. Ama avukatlar, polisler, herkes en fazla 1 ay yatacağını söylüyor. Savcı da serbest kalabileceğini söyledi. Yani 2 hafta sonra çıkacak ve bizi öldürecek.""  Babasının yıllardır uyuşturucu sattığını, satıcılıktan Yargıtay'da iki dosyası olduğunu söyleyen B.K., ""Adam yaralama, alkollü araç kullanma, hakaret, tehdit ve birçok suçtan onlarca dosyası olan bir insan nasıl serbest kalabilir? Cezaevinden bile telefon açıyor, benzin döküp bizi yakacağını söylüyor. Kapısı kırık evde her an korkuyla yaşıyoruz. Biz ölünce tüm dünyanın duyacağını söylüyor. Koruma talep ettik verilmedi, kelepçe talep ettik takılmadı. Bütün kapılar yüzümüze kapandı.”","Dec 31, 2023 · 9:29 PM UTC",959.0,63.0
4702,https://twitter.com/solcugazete/status/1741571123827954025#m,"Ekrem İmamoğlu'nun, yılbaşı yayınındaki metro konuşması viral oldu.","Dec 31, 2023 · 9:24 PM UTC",722.0,35.0
4703,https://twitter.com/solcugazete/status/1741569727770575150#m,Geleneksel yeni yıl videosu geldi:,"Dec 31, 2023 · 9:19 PM UTC",1451.0,51.0
4704,https://twitter.com/solcugazete/status/1741564953889329269#m,Nice AKP’siz senelere!,"Dec 31, 2023 · 9:00 PM UTC",35786.0,314.0
4705,https://twitter.com/solcugazete/status/1741562736826331584#m,"Bir dönem aşk yaşayan Kerem Alışık ve Ebru Gündeş O Ses Türkiye'de karşı karşıya geldi.   Alışık'ın, Gündeş'e bakarak söylediği şarkı sosyal medyada viral oldu. #OSesTürkiye","Dec 31, 2023 · 8:51 PM UTC",1735.0,26.0
4706,https://twitter.com/solcugazete/status/1741561210535842153#m,"#SONDAKİKA  KGM, yeni yıl ile birlikte köprü geçiş ve otoyol ücretlerine ZAM geldiğini duyurdu.","Dec 31, 2023 · 8:45 PM UTC",334.0,21.0
4707,https://twitter.com/solcugazete/status/1741557462451282259#m,400 Milyon TL'lik yılbaşı ikramiyesini 3550054 numaralı bilet kazandı.,"Dec 31, 2023 · 8:30 PM UTC",661.0,72.0
4708,https://twitter.com/solcugazete/status/1741556128276771213#m,Fatih Altaylı: (Erdoğan'ın '2023 yılında Ay'a ineceğiz' söylemine)  “Aya yumuşak iniş yapmamız için son 70 dakika.”,"Dec 31, 2023 · 8:25 PM UTC",1141.0,17.0
4709,https://twitter.com/solcugazete/status/1741545380259467673#m,"Ölümlü Dünya'nın yönetmeni Ali Atay, filmin devamının dizi olarak çekilebileceğini açıkladı.","Dec 31, 2023 · 7:42 PM UTC",1804.0,19.0
4710,https://twitter.com/solcugazete/status/1741543388543857138#m,"Dilan Polat, eşi Engin Polat, kardeşi Sıla Doğu'nun da aralarında olduğu 14 şüpheli, kara para aklama suçlamasıyla 5 Kasım Pazar Günü tutuklanmıştı. Avukatları Dilan Polat için psikolojisinin iyi olmadığı yönünde açıklamalar yapmıştı.  2019 yılından beri antidepresan ilaç kullandığı öğrenilen Dilan Polat'ın ilaçları bittiği için 29 Aralık Cuma Günü Bakırköy Prof. Dr. Mazhar Osman Ruh Sağlığı ve Sinir Hastalıkları Eğitim ve Araştırma Hastanesi'ne sevk edildiği öğrenildi.","Dec 31, 2023 · 7:34 PM UTC",56.0,4.0
4711,https://twitter.com/solcugazete/status/1741542914272997431#m,"1.914 beygir güç üreten elektrikli otomobil Nevera, geri viteste 275 km/s hıza ulaşarak dünya rekoru kırdı.","Dec 31, 2023 · 7:32 PM UTC",522.0,20.0
4712,https://twitter.com/solcugazete/status/1741540938743189987#m,Kara para aklama suçlamasıyla 5 Kasım'da tutuklanan Dilan Polat'ın akıl hastanesine götürüldüğü öğrenildi.,"Dec 31, 2023 · 7:24 PM UTC",615.0,50.0
4713,https://twitter.com/solcugazete/status/1741534706343022911#m,Sultangazi‘de bir kafe sahibi dükkanın camına “Noel Bizim Değildir” yazısı astı.,"Dec 31, 2023 · 7:00 PM UTC",194.0,137.0
4714,https://twitter.com/solcugazete/status/1741532612873605613#m,"AKP’nin yerel seçim sloganı belli oldu:  “Türkiye bilir, gerçek belediyecilik AKP’dir.”","Dec 31, 2023 · 6:51 PM UTC",171.0,96.0
4715,https://twitter.com/solcugazete/status/1741528076536643689#m,"Antalyaspor, Sergen Yalçın'la 1,5 yıllık anlaşma sağladı.","Dec 31, 2023 · 6:33 PM UTC",214.0,12.0
4716,https://twitter.com/solcugazete/status/1741519487868752346#m,"52 yıldır hüküm süren Danimarka Kraliçesi II. Margrethe, yeni yıl konuşmasında tahttan çekildiğini duyurdu.  (BBC News)","Dec 31, 2023 · 5:59 PM UTC",395.0,39.0
4717,https://twitter.com/solcugazete/status/1741517291349487669#m,İstanbul’un AKP’li ilçe belediye başkanlarının Ekrem İmamoğlu’na ettikleri teşekkürler sosyal medyada gündeme geldi.,"Dec 31, 2023 · 5:50 PM UTC",5009.0,50.0
4718,https://twitter.com/solcugazete/status/1741515163906310601#m,Bu depremin ardından 4.5 büyüklüğünde bir deprem daha oldu.,"Dec 31, 2023 · 5:42 PM UTC",397.0,21.0
4719,https://twitter.com/solcugazete/status/1741500456382169376#m,#SONDAKİKA  Hakkari’de 4.4 büyüklüğünde deprem meydana geldi.,"Dec 31, 2023 · 4:43 PM UTC",541.0,23.0
4720,https://twitter.com/solcugazete/status/1741499200305594432#m,"AKP Balıkesir İl Gençlik Kolları Başkanı Hüseyin Murat Uysal, geçirdiği kalp krizi sonucu hayatını kaybetti.","Dec 31, 2023 · 4:38 PM UTC",116.0,28.0
4721,https://twitter.com/solcugazete/status/1741496486695752108#m,"Sergen Yalçın:   “İsmim geçti ama Beşiktaş’tan haber gelmedi. Yapacak bir şey yok, çalışmak zorundayız. Ekibim 2 yıldır beni bekliyor. Şartlar çok iyi, Antalyaspor ile anlaştık.”","Dec 31, 2023 · 4:28 PM UTC",332.0,10.0
4722,https://twitter.com/solcugazete/status/1741491583785075121#m,"Fenerbahçe, Süper Kupa finaliyle ilgili kendilerinin hedef gösterilmesi üzerine sert bir açıklama yaparak, hukuki süreci başlatıldığını duyurdu:  “29 Aralık 2023 tarihinde oynanması planlanmış olan Süper Kupa final karşılaşması ve bu süreçte yaşananlar üzerinden oluşan gündeme dair kısa bir bilgilendirme zorunluluğu doğmuştur.  Öncelikle, tüm süreç boyunca milletimizin yanımızda olduğunu görmekten büyük onur ve mutluluk duyduğumuzu belirtmek istiyoruz. Bu zor süreçte bize güç ve destek veren herkese şükranlarımızı sunuyoruz.  Ülkemiz, Cumhuriyetimiz, Ulu Önderimiz Mustafa Kemal Atatürk ve milletimiz, ülkemizin tüm spor kulüpleri gibi Fenerbahçemizin de üstün değerleridir.  Biz bu değerleri kupaların, sportif rekabetin, maddi beklentilerin, siyasetin, kısaca her şeyin üstünde tutarız. Süper Kupa finali öncesinde yaşanan aksaklıklar tartışmaya açık olmayan değerlerimizle ilgili hassasiyetimiz nedeniyle yaşanmıştır, bunun ötesinde herhangi başka bir sebebi ve amacı yoktur.  Süper Kupa finalinin iptaliyle oluşan gündemin daha sonra diplomasi, siyaset ve komplo teorileriyle dolu bir kavga ortamına çekilmesi bizi şaşırtmıştır.  Yaşanan bu gündemin ne dış politika, ne siyaset, ne de komplo teorileriyle hiçbir ilişkisi yoktur.  Kamuoyunda yanlış bir kulvarda sürdürülmeye çalışılan tartışmaların bir an önce sona ermesi en büyük arzumuzdur.  Sporun siyasetten uzak olması gerektiğini hatırlatarak; spor ve siyaseti birbirine karıştırmadan, sporu siyasi rekabetin malzemesi yapmadan, herkesi aklıselimle davranmaya davet ediyoruz.  Şunu da özellikle belirtmek istiyoruz ki; Süper Kupa final maçının organizasyonu ile ilgili yaşanan aksaklıklar, sadece iki kulübün taleplerinin kabul edilmemesinden ibaret değildir.  Ayrıca, maça çıkmama kararı iki kulüp tarafından alınmış olmasına rağmen sadece Kulübümüzü ve yöneticilerimizi hedef alarak gerçek dışı, spekülatif söylem ve mesajlar paylaşan, iftira ve yalan iddialar ortaya atanlarla ilgili hukuki adımlar atacağımızı da kamuoyunun bilgisine sunuyoruz.”","Dec 31, 2023 · 4:08 PM UTC",510.0,22.0
4723,https://twitter.com/solcugazete/status/1741483576372167075#m,Hatay - Saray Caddesi.   31 Aralık 2022 - 31 Aralık 2023,"Dec 31, 2023 · 3:36 PM UTC",4372.0,49.0
4724,https://twitter.com/solcugazete/status/1741480482318016854#m,Norm Ender:  “Atatürk pankartlarıyla beraber Parla'yı da istememeleri ayrıca bir gurur vesikası oldu benim için.  Kralların canını sıkan marş olarak tarihe not düşülsün.  Yeni yıla girerken artık daha büyük bir coşkuyla PARLAAA diye haykırmak boynumuzun borcudur!“,"Dec 31, 2023 · 3:24 PM UTC",1319.0,28.0
4725,https://twitter.com/solcugazete/status/1741471056584384541#m,İlber Ortaylı:   “Yılbaşında inadına uyurum. Yatar uyurum. Gıcıklık olsun diye uyurum.”,"Dec 31, 2023 · 2:47 PM UTC",2067.0,54.0
4726,https://twitter.com/solcugazete/status/1741467227805663600#m,Ordu'da Hayvanları Koruma Derneği'nde horoz dövüştürdüğü belirlenen 36 kişiye toplam 145 bin 980 lira para cezası kesildi.,"Dec 31, 2023 · 2:31 PM UTC",211.0,10.0
4727,https://twitter.com/solcugazete/status/1741461018650259829#m,"Elon Musk, yılbaşına özel beğen butonu animasyonu güncelledi.  #HappyNewYear","Dec 31, 2023 · 2:07 PM UTC",42630.0,60.0
4728,https://twitter.com/solcugazete/status/1741457360583885032#m,"Kozmetik devi L'Oréal'in varisi Françoise Bettencourt Meyers, tarihte 100 milyar dolar servete ulaşan ilk kadın oldu.","Dec 31, 2023 · 1:52 PM UTC",916.0,24.0
4729,https://twitter.com/solcugazete/status/1741453967521874361#m,"İki gün önce meydana gelen kazada 10 kişinin hayatını kaybettiği, 63 kişinin yaralandığı Kuzey Marmara Otoyolu'nda bir zincirleme trafik kazası daha meydana geldi.   8 aracın karıştığı kazada 4 kişi yaralandı.","Dec 31, 2023 · 1:39 PM UTC",190.0,13.0
4730,https://twitter.com/solcugazete/status/1741449332463710535#m,"Azad Yılmaz, adli kontrol şartıyla serbest bırakıldı.","Dec 31, 2023 · 1:20 PM UTC",264.0,37.0
4731,https://twitter.com/solcugazete/status/1741446153911058772#m,"Tekirdağ'da yaşayan Bankacı İlter T., penis büyütme ameliyatı sonrası istediği olmayınca doktoruna dava açtı.   İlter T., ""Ameliyat öncesi minimum 3 santimetre uzama vaat edildi ancak 12 santim uzunluğunda olan penisim 11 santime geriledi"" diyerek doktorundan tazminat talep etti.","Dec 31, 2023 · 1:08 PM UTC",341.0,95.0
4732,https://twitter.com/solcugazete/status/1741429572548051403#m,Son 3 yılda Anıtkabir'i ziyaret edenlerin sayısı;  2021: 2.146.892 2022: 3.966.286 2023: 5.769.045,"Dec 31, 2023 · 12:02 PM UTC",21708.0,97.0
4733,https://twitter.com/solcugazete/status/1741444216989843829#m,"Bursa'da, internet arızasını gidermek için geldiği eve, birkaç gün sonra yanında kurye gibi giren arkadaşıyla birlikte gelen şüpheli, ev sahibini darbedip el ve ayaklarını bağladıktan sonra 20 bin dolar ve 15 bin TL'yi alarak kaçtı.","Dec 31, 2023 · 1:00 PM UTC",98.0,12.0
4734,https://twitter.com/solcugazete/status/1741439948614484414#m,Celal Şengör:   “Şener Üşümezsoy'a depremi soran gazeteci cahildir.     Onun depremle ilgili hakemli dergide çıkmış 1 tane makalesi var mı? Yok!”,"Dec 31, 2023 · 12:43 PM UTC",300.0,22.0
4735,https://twitter.com/solcugazete/status/1741427098936299842#m,Anitkabir'i 2023 yılının ilk 11 ayında 5.769.045 kişi ziyaret etti.,"Dec 31, 2023 · 11:52 AM UTC",2767.0,45.0
4736,https://twitter.com/solcugazete/status/1741422106607333693#m,"Atatürk’ün Samsun’a çıktığı 1919 yılında dünyaya gelen ve ""Cumhuriyet anne"" olarak tanınan 104 yaşındaki Hörü Çobanoğlu, 2023’ün son gününde hayata gözlerini yumdu.","Dec 31, 2023 · 11:32 AM UTC",6205.0,41.0
4737,https://twitter.com/solcugazete/status/1741416611980984348#m,Yeni Zelanda 2024 yılına girdi.,"Dec 31, 2023 · 11:10 AM UTC",1472.0,28.0
4738,https://twitter.com/solcugazete/status/1741411351812038679#m,31 Mart 2024 Pazar günü yapılacak Yerel Seçimler için seçim süreci yarın başlıyor.,"Dec 31, 2023 · 10:49 AM UTC",492.0,28.0
4739,https://twitter.com/solcugazete/status/1741387302063026266#m,"Erdoğan:  ""Asıl çıkışımızı 2024'le birlikte başlatıyoruz.""","Dec 31, 2023 · 9:14 AM UTC",2124.0,764.0
4740,https://twitter.com/solcugazete/status/1741393404389367859#m,Selahattin Demirtaş'ın babası Tahir Demirtaş hayatını kaybetti.,"Dec 31, 2023 · 9:38 AM UTC",5156.0,551.0
4741,https://twitter.com/solcugazete/status/1741407091980419312#m,"Milli Eğitim Bakanı Yusuf Tekin'den geri adım:   ""Benim protokol yapabilmem için karşımda gerçek biri olmalı. Herhangi bir cemaatle protokol imzalamamız söz konusu değil.  Bir kere hukuk devletinde yaşıyoruz, biz MEB olarak kiminle protokol yapabiliriz.""","Dec 31, 2023 · 10:32 AM UTC",405.0,80.0
4742,https://twitter.com/solcugazete/status/1741405084938907843#m,"Apple Music'e zam geldi.  Eski fiyat 19,99₺ Yeni fiyat 39,99₺","Dec 31, 2023 · 10:25 AM UTC",295.0,37.0
4743,https://twitter.com/solcugazete/status/1741397833117241549#m,2 Ocak Salı günü itibari ile ticaret platformlarındaki gönderilerde kargo ücretlerine %40 ila %50 arasında zam gelecek.,"Dec 31, 2023 · 9:56 AM UTC",305.0,19.0
4744,https://twitter.com/solcugazete/status/1741386315206152492#m,Drift atmanın cezası 2024 yılında 32.234 TL olacak.,"Dec 31, 2023 · 9:10 AM UTC",182.0,12.0
4745,https://twitter.com/solcugazete/status/1741380417809179090#m,Yargıtay; kendisini taciz eden Birdal Doğan'ı (40) öldüren Azra E.'ye (18) verilen 8 yıl 4 ay hapsi fazla buldu ve cezanın bozulmasını talep etti.,"Dec 31, 2023 · 8:46 AM UTC",1840.0,34.0
4746,https://twitter.com/solcugazete/status/1741378205854929021#m,"Rize'de bir çay ocağında ""yarım çay"" satılmaya başlandı.","Dec 31, 2023 · 8:38 AM UTC",294.0,47.0
4747,https://twitter.com/solcugazete/status/1741374113191485802#m,"Dilan Polat'ın, Bakırköy Ruh ve Sinir Hastalıkları Hastanesi'ne götürüldüğü öğrenildi.  Antidepresan ilaç kullandığı öğrenilen Dilan Polat’ın ilaçları bittiği için hastaneye sevk edildiği, yapılan tetkiklerin ardından yeniden cezaevine götürüldüğü öğrenildi.","Dec 31, 2023 · 8:21 AM UTC",379.0,52.0
4748,https://twitter.com/solcugazete/status/1741371543945416762#m,Fındık kremasına 1 günde gelen zam:,"Dec 31, 2023 · 8:11 AM UTC",618.0,74.0
4749,https://twitter.com/solcugazete/status/1741368070327742729#m,"TOKİ mağdurları, AKP İstanbul İl Başkanlığı önünde eylem yaptı:  “Bizi pes ettirip, elimizdekileri alıp Araplara, Suriyelilere, Afganlara satmaya çalışıyorsunuz.”","Dec 31, 2023 · 7:57 AM UTC",9758.0,196.0
4750,https://twitter.com/solcugazete/status/1741365856838312155#m,"Gazeteci Sedat Bozkurt:  ""Erdoğan, Yeniden Refah'ı ikna edemedi. İki büyükşehir için aday çıkaracaklar.""","Dec 31, 2023 · 7:49 AM UTC",179.0,13.0
4751,https://twitter.com/solcugazete/status/1741356958924333276#m,"2024'e girecek ilk ülke, Greenwich Ortalama Saati'nden 14 saat ileride yer alan Pasifik ada ülkesi Kiribati olacak.  2024'e girecek son ülke ise bir başka Pasifik ada bölgesi olan Amerikan Samoası olacak.","Dec 31, 2023 · 7:13 AM UTC",251.0,15.0
4752,https://twitter.com/solcugazete/status/1741355194506457380#m,"AVM’de intihar girişiminde bulunan adamın eşi konuştu:  — ""Birisi ona gıda yardımı yapacaktı, onun için oraya gitmişti.""  — ""Geceleri kağıt topluyor, marketlerin önüne bırakılanları yemek diye eve getiriyoruz.""  — ""Tok, açın halinden anlamıyor.""","Dec 31, 2023 · 7:06 AM UTC",5164.0,55.0
4753,https://twitter.com/solcugazete/status/1741347872279237009#m,Basın Ekspres Yolu Bahçelievler mevkiinde iki kamyon devrildi.   Olay yerine ihbar üzerine polis itfaiye ve sağlık ekibi sevk edildi. Kaza nedeniyle yolda trafik oluştu.,"Dec 31, 2023 · 6:37 AM UTC",149.0,5.0
4754,https://twitter.com/solcugazete/status/1741345517894869262#m,"Nejat İşler: (kendisi adına açıklama yapıp gündeme oturan fake hesap)  ""Sosyal medyada benim adıma hesap açıp, ben yazıyormuşum gibi yazan tüm sahte hesaplara sesleniyorum.  Eğer biraz vicdanınız varsa hesapları kapatın. Mahkemelik olmanızı istemem.""","Dec 31, 2023 · 6:28 AM UTC",153.0,8.0
